,Marque,Référence annonce,Nom,Modèle,Prix,Année,Contrôle technique,Énergie,Boîte de vitesse,Couleur extérieure,Couleur intérieure,Nombre de portes,Nombre de places,Première main (déclaratif),Puissance fiscale,Puissance din,Crit'Air,Émissions de CO2,Norme Euro,Éligible prime à la conversion,Kilométrage compteur km,Garantie,Nombre de propriétaires,Garantie constructeur,Vérifié & Garanti,Provenance
13,Peugeot,W101673313,PEUGEOT 3008 II 2.0 BLUEHDI 180 S&S GT EAT6,3008 (2E GENERATION),30990,2017,non requis,Diesel,automatique,gris foncé metal,cuir noir,5,5,oui,10 CV,181 ch,2,124 g/kmC,EURO6,Non,52000,6 mois,1,,,
14,Peugeot,W101686802,PEUGEOT 2008 (2) 1.2 PURETECH 82 STYLE,2008,13700,2017,non requis,Essence,mécanique,gris clair metal,tissu noir,5,5,non,4 CV,82 ch,1,114 g/kmB,EURO6,Oui,8400,12 mois,2,,,
15,Peugeot,B101165653,PEUGEOT 3008 1.6 E-HDI 115 FAP ALLURE BMP6,3008,10100,2013,requis,Diesel,automatique,blanc nacre,tissu noir,5,5,oui,6 CV,114 ch,2,127 g/kmC,EURO5,Non,78000,,2,,,
16,Peugeot,E106218155,PEUGEOT 308 II (2) 1.5 BLUEHDI 130 S&S GT LINE EAT8,308 (2E GENERATION),24890,2020,non requis,Diesel,automatique,gris,,5,5,oui,6 CV,130 ch,2,94 g/kmA,EURO6,Oui,10,22 mois,,en cours,,
1,Peugeot,E106260741,PEUGEOT 308 II (2) 1.6 BLUEHDI 120 S&S ALLURE EAT6,308 (2E GENERATION),16490,2018,non requis,Diesel,automatique,platine,,5,5,non,6 CV,120 ch,2,95 g/kmA,EURO6,Non,53591,12 mois,,,,
2,Peugeot,E106251912,PEUGEOT 308 II SW 2.0 BLUEHDI 150 FELINE,308 (2E GENERATION) SW,12490,2014,requis,Diesel,mécanique,blanc,,5,5,non,7 CV,150 ch,2,105 g/kmB,EURO6,Non,115251,12 mois,,,,
3,Peugeot,W101700772,PEUGEOT 208 (2) 1.6 BLUEHDI 75 S&S ACTIVE BUSINESS 5P,208,9990,2017,non requis,Diesel,mécanique,blanc metal,tissu noir,5,5,oui,3 CV,75 ch,2,79 g/kmA,EURO6,Non,66400,6 mois,,,,
4,Peugeot,W101676100,PEUGEOT 3008 II 1.2 PURETECH 130 S&S ALLURE,3008 (2E GENERATION),25990,2019,non requis,Essence,mécanique,blanc nacre,cuir/tissu noir,5,5,oui,7 CV,130 ch,1,113 g/kmB,EURO6,Non,21700,12 mois,,en cours,,
5,Peugeot,W101707790,PEUGEOT 5008 II 1.6 BLUEHDI 120 S&S ALLURE,5008 (2E GENERATION),19970,2017,non requis,Diesel,mécanique,gris foncé metal,tissu noir,5,7,non,6 CV,120 ch,2,108 g/kmB,EURO6,Non,87100,12 mois,2,,,
6,Peugeot,E105700228,PEUGEOT 508 II SW 2.0 BLUEHDI 180 S&S GT LINE EAT8,508 (2E GENERATION) SW,33950,2019,non requis,Diesel,automatique,blanc,,5,5,oui,9 CV,177 ch,2,124 g/kmC,EURO6,Non,4493,18 mois,,en cours,,
7,Peugeot,E106007216,PEUGEOT 308 II (2) 1.2 PURETECH S&S 110 ALLURE,308 (2E GENERATION),16990,2018,non requis,Essence,mécanique,bleu,,5,5,oui,6 CV,110 ch,1,113 g/kmB,EURO6,Oui,13638,12 mois,,en cours,,
8,Peugeot,E106111964,PEUGEOT 308 II (2) SW 1.5 BLUEHDI 130 S&S ALLURE,308 (2E GENERATION) SW,21490,2019,non requis,Diesel,mécanique,noir,,5,5,oui,6 CV,130 ch,2,92 g/kmA,EURO6,Oui,10,24 mois,,en cours,,
9,Peugeot,E106193052,PEUGEOT 2008 (2) 1.2 PURETECH 110 S&S ALLURE,2008,14500,2017,non requis,Essence,mécanique,gris,,5,5,non,5 CV,110 ch,1,103 g/kmB,EURO6,Oui,24713,3 mois,,,,
10,Peugeot,W101697282,PEUGEOT 308 II (2) 1.6 BLUEHDI 120 S&S ALLURE EAT6,308 (2E GENERATION),13990,2016,non requis,Diesel,automatique,gris metal,tissu gris,5,5,oui,6 CV,120 ch,2,92 g/kmA,EURO6,Non,63000,6 mois,1,,,
11,Peugeot,E106282663,PEUGEOT 5008 (2) 1.6 BLUEHDI 120 S&S ALLURE EAT6 7PL,5008,24490,2017,non requis,Diesel,automatique,noir,,5,7,non,6 CV,120 ch,2,112 g/kmB,EURO6,Non,43690,12 mois,,,,
12,Peugeot,E106084438,PEUGEOT 508 II 2.0 BLUEHDI 180 S&S GT LINE EAT8,508 (2E GENERATION),33250,2019,non requis,Diesel,automatique,gris,,5,5,oui,9 CV,177 ch,2,124 g/kmC,EURO6,Non,2590,17 mois,,en cours,,
13,Peugeot,W101701479,PEUGEOT 208 (2) 1.6 BLUEHDI 75 S&S ACTIVE BUSINESS 5P,208,9490,2015,non requis,Diesel,mécanique,gris metal,tissu noir,5,5,oui,3 CV,75 ch,2,79 g/kmA,EURO6,Non,47000,6 mois,,,,
14,Peugeot,W101707047,PEUGEOT 308 II (2) 1.5 BLUEHDI 130 S&S GT LINE,308 (2E GENERATION),19990,2019,non requis,Diesel,mécanique,gris metal,cuir/tissu noir,5,5,oui,6 CV,130 ch,2,92 g/kmA,EURO6,Non,31280,12 mois,,en cours,,
15,Peugeot,E106185501,PEUGEOT 508 II SW 2.0 BLUEHDI 180 S&S GT EAT8,508 (2E GENERATION) SW,35950,2018,non requis,Diesel,automatique,gris,,5,5,oui,9 CV,177 ch,2,124 g/kmC,EURO6,Non,34327,13 mois,,en cours,,
16,Peugeot,E106020454,PEUGEOT 208 (2) 1.2 PURETECH 110 S&S 6CV TECH EDITION EAT6 5P,208,14690,2019,non requis,Essence,automatique,platine,,5,5,non,6 CV,110 ch,1,112 g/kmB,EURO6,Oui,22172,12 mois,,en cours,,
1,Renault,E105871768,RENAULT CAPTUR (2) 1.3 TCE 150 ENERGY S-EDITION,CAPTUR,15890,2018,non requis,Essence,mécanique,gris,,5,5,non,8 CV,150 ch,1,121 g/kmC,EURO6,Non,24190,,,en cours,,
2,Renault,E106272744,RENAULT CAPTUR 1.5 DCI 110 ENERGY INTENS,CAPTUR,13990,2017,non requis,Diesel,mécanique,noir,,5,5,non,5 CV,110 ch,2,98 g/kmA,EURO6,Non,26900,,,,,
3,Renault,E106237297,RENAULT MASTER FG GRD CONF 2.3 DCI 130 L3H2 CAMERA,,26200,2020,non requis,Diesel,mécanique,blanc,noir,5,3,oui,8 CV,0 ch,2,191 g/kmE,EURO6,Non,10,24 mois,,,,
4,Renault,E106226253,RENAULT TRAFIC FG GRAND CONFORT DCI 120 L1H1 GPS,,21300,2020,non requis,Diesel,mécanique,blanc,noir,5,,non,7 CV,0 ch,,154 g/kmD,,Non,10,24 mois,,,,
5,Renault,E106237299,RENAULT MASTER FG GRD CONF 2.3 DCI 130 L3H2 CAMERA,,26200,2020,non requis,Diesel,mécanique,blanc,noir,5,5,oui,8 CV,0 ch,1,191 g/kmE,EURO6,Non,10,24 mois,1,,,
6,Renault,E106164788,RENAULT SCENIC III 1.5 DCI 110 FAP PRIVILEGE EURO5,SCENIC 3,4990,2011,requis,Diesel,mécanique,gris,,5,5,non,6 CV,110 ch,2,128 g/kmC,EURO5,Non,180900,,,,,
7,Renault,E106226255,RENAULT TRAFIC FG GRD CONFORT BLUEDCI 120 L1H1 GPS,,21300,2020,non requis,Diesel,mécanique,blanc,noir,5,,oui,7 CV,0 ch,,154 g/kmD,,Non,10,24 mois,,,,
8,Renault,E106156567,RENAULT GRAND SCENIC III (2) 1.5 DCI 110 FAP BUSINESS 7PL,GRAND SCENIC 3,7490,2013,requis,Diesel,mécanique,gris,,5,7,non,5 CV,110 ch,2,105 g/kmB,EURO5,Non,135900,,,,,
9,Renault,E106237295,RENAULT MASTER FG GRD CONF BDCI 135 L3H2 CAMERA AR,,26200,2020,non requis,Diesel,mécanique,blanc,gris,5,2,oui,8 CV,0 ch,1,207 g/kmF,EURO4,Non,10,24 mois,1,,,
10,Renault,E106237298,RENAULT MASTER FG GRD CONF 2.3 BDCI 130 L3H2 3.5T,,26200,2020,non requis,Diesel,mécanique,blanc,noir,5,5,oui,8 CV,0 ch,2,191 g/kmE,EURO6,Non,10,24 mois,1,,,
11,Renault,E106237296,RENAULT MASTER FG GRD CONF 2.3 BDCI 130 L3H2 3.5T,,26200,2020,non requis,Diesel,mécanique,blanc,noir,5,3,oui,8 CV,0 ch,2,191 g/kmE,EURO6,Non,10,24 mois,,,,
12,Renault,E106226254,RENAULT TRAFIC FG GRAND CONFORT DCI 120 L1H1 1200K,,21300,2020,non requis,Diesel,mécanique,blanc,noir,5,,oui,7 CV,0 ch,,154 g/kmD,,Non,10,24 mois,,,,
13,Renault,E106316154,RENAULT CAPTUR 1.5 DCI 90 ENERGY BUSINESS ECO2,CAPTUR,9390,2015,requis,Diesel,mécanique,gris,,5,5,non,4 CV,90 ch,2,95 g/kmA,EURO5,Non,76013,6 mois,,,,
14,Renault,E106159414,RENAULT CAPTUR (2) 1.5 DCI 110 ENERGY INTENS,CAPTUR,13970,2017,non requis,Diesel,mécanique,marron,,5,5,oui,5 CV,110 ch,2,98 g/kmA,EURO6,Non,59820,12 mois,,,,
15,Renault,E106181536,RENAULT CAPTUR (2) 1.5 DCI 110 ENERGY INTENS,CAPTUR,13970,2017,non requis,Diesel,mécanique,marron,,5,5,oui,5 CV,110 ch,2,98 g/kmA,EURO6,Non,59820,12 mois,,,,
16,Renault,W101678127,RENAULT CLIO IV 1.5 DCI 90 ENERGY NOUVELLE LIMITED ECO2 82G,CLIO 4,10480,2017,non requis,Diesel,mécanique,blanc opaque (verni sans reflet),tissu noir,5,5,oui,4 CV,90 ch,2,85 g/kmA,EURO6,Non,57101,6 mois,1,,Garantie OR,
1,Renault,E106128201,RENAULT TALISMAN ESTATE 1.6 DCI 160 ENERGY INITIALE PARIS EDC,TALISMAN ESTATE,16900,2017,non requis,Diesel,automatique,gris,noir,5,5,non,8 CV,161 ch,2,120 g/kmB,EURO6,Non,107337,12 mois,,,,
2,Renault,W101664949,RENAULT CLIO V 1.0 TCE 100 INTENS,CLIO 5,16990,2019,non requis,Essence,mécanique,gris clair metal,tissu noir,5,5,oui,5 CV,101 ch,1,100 g/kmA,EURO6,Oui,30,23 mois,1,en cours,Garantie OR,
3,Renault,W101719116,RENAULT TRAFIC III (2) SPACECLASS L1 DCI 145 S&S 8CV 8PL EDC,TRAFIC 3 COMBI,36900,2019,non requis,Diesel,automatique,gris clair metal,tissu noir,5,9,oui,8 CV,146 ch,2,154 g/kmD,EURO6,Non,1000,24 mois,1,en cours,,
4,Renault,W101687415,RENAULT MASTER III FOURGON GRAND CONFORT TRACTION F3500 L2H2 DCI 130 EURO6,MASTER 3,18990,2018,non requis,Diesel,mécanique,blanc verni,tissu noir,4,3,oui,8 CV,131 ch,2,204 g/kmF,EURO6,Non,33000,6 mois,1,en cours,,
5,Renault,W101704266,RENAULT CLIO V 1.5 BLUE DCI 85 INTENS,CLIO 5,17990,2020,non requis,Diesel,mécanique,rouge metal,cuir/tissu noir,5,,oui,4 CV,85 ch,,95 g/kmA,,Non,1000,24 mois,,,,Européen
6,Renault,W101687727,RENAULT KADJAR 1.2 TCE 130 ENERGY S-EDITION-LUX EDC,KADJAR,18790,2018,non requis,Essence,automatique,noir metal,cuir/tissu noir,5,,oui,7 CV,130 ch,,134 g/kmC,,Non,38690,12 mois,,en cours,,Européen
7,Renault,W101665157,RENAULT CLIO V 1.0 TCE 100 INTENS,CLIO 5,16790,2019,non requis,Essence,mécanique,rouge metal,cuir/tissu noir,5,5,oui,5 CV,100 ch,1,100 g/kmA,EURO6,Oui,800,24 mois,,en cours,,
8,Renault,W101705638,RENAULT MEGANE III (3) ESTATE 1.2 TCE 130 ENERGY BOSE EDITION EDC,MEGANE 3 ESTATE,11500,2014,requis,Essence,automatique,gris foncé metal,cuir/tissu noir,5,5,oui,7 CV,132 ch,1,129 g/kmC,EURO5,Non,49990,3 mois,1,,,
9,Renault,E106257021,RENAULT TRAFIC FG GRAND CONFORT BLUEDCI 120 L2H1,,22200,2020,non requis,Diesel,mécanique,blanc,noir,5,5,oui,7 CV,0 ch,0,154 g/kmD,,Non,10,24 mois,1,,,
10,Renault,E106244510,RENAULT CAPTUR (2) 0.9 TCE 90 ZEN,CAPTUR,15980,2019,non requis,Essence,mécanique,gris,,5,5,non,5 CV,90 ch,1,125 g/kmC,EURO6,Non,10,,,en cours,,
11,Renault,W101708662,RENAULT GRAND SCENIC IV 1.3 TCE 140 ENERGY INTENS EDC 7PL,GRAND SCENIC 4,20900,2018,non requis,Essence,automatique,blanc nacre,cuir noir,5,7,oui,7 CV,140 ch,1,124 g/kmC,EURO6,Non,9900,12 mois,1,en cours,,
12,Renault,W101707845,RENAULT KADJAR 1.5 DCI 110 ENERGY BUSINESS EDC,KADJAR,13490,2016,non requis,Diesel,automatique,gris foncé metal,tissu noir,5,5,oui,5 CV,110 ch,2,99 g/kmA,EURO6,Non,67300,6 mois,1,,,
13,Renault,E105789959,RENAULT CLIO V 1.0 TCE 100 INTENS,CLIO 5,17690,2019,non requis,Essence,mécanique,rouge,,5,5,non,5 CV,100 ch,1,100 g/kmA,EURO6,Oui,50,24 mois,,en cours,,
14,Renault,E105985820,RENAULT SCENIC IV 1.7 BLUE DCI 120 INTENS,SCENIC 4,22790,2019,non requis,Diesel,mécanique,noir,,5,5,oui,6 CV,120 ch,2,127 g/kmC,EURO6,Non,10,25 mois,,en cours,,
15,Renault,E106111966,RENAULT MEGANE IV ESTATE 1.2 TCE 100 ENERGY LIFE,MEGANE 4 ESTATE,12970,2017,non requis,Essence,mécanique,blanc,,5,5,oui,5 CV,100 ch,1,120 g/kmB,EURO6,Non,25205,12 mois,,,,
16,Renault,E106361037,RENAULT CLIO 1.0 TCE 100CH DELUXE GPS,CLIO 5,16280,2020,non requis,Essence,mécanique,bleu,,5,,non,4 CV,0 ch,,100 g/kmA,,Non,10,,,,,
1,Toyota,W101708484,TOYOTA LAND CRUISER (KDJ150) 190 D-4D FAP LOUNGE PACK PREMIUM BVA 5P,LAND CRUISER SERIE 150,24900,2010,requis,Diesel,automatique,gris foncé metal,cuir noir,5,5,non,12 CV,190 ch,2,213 g/kmF,EURO5,Non,149000,6 mois,3,,,
2,Toyota,E106302531,TOYOTA AURIS 126 D-4D LUNA PACK 5P,AURIS,3990,2008,requis,Diesel,mécanique,gris,,5,5,non,7 CV,126 ch,3,144 g/kmD,EURO4,Non,189900,,,,,
3,Toyota,E106099081,TOYOTA AURIS II 124 D-4D FAP DYNAMIC,AURIS 2,8990,2014,requis,Diesel,mécanique,gris,,5,5,non,6 CV,124 ch,2,112 g/kmB,EURO5,Non,103500,,,,,
4,Toyota,W101687000,TOYOTA YARIS III (3) 100H HYBRID DYNAMIC 5P,YARIS 3,14450,2017,non requis,Hybride essence électrique,automatique,gris clair metal,tissu noir,5,5,oui,3 CV,100 ch,1,75 g/kmA,EURO6,Non,21609,10 mois,1,en cours,,
5,Toyota,E106218485,TOYOTA C-HR 1.8 HYBRIDE 122 DYNAMIC,C-HR,20900,2018,non requis,Hybride essence électrique,automatique,gris clair,,5,5,non,4 CV, ch,1,86 g/kmA,EURO6,Non,23867,,,en cours,,
6,Toyota,W101668238,TOYOTA YARIS III (3) 100H HYBRID DYNAMIC 5P,YARIS 3,14490,2017,non requis,Hybride essence électrique,automatique,rouge metal,tissu noir,5,5,oui,3 CV,100 ch,1,75 g/kmA,EURO6,Non,22900,6 mois,1,en cours,,
7,Toyota,W101679680,TOYOTA YARIS III (3) 100H HYBRID DYNAMIC 5P,YARIS 3,14450,2017,non requis,Hybride essence électrique,automatique,bleu verni,tissu noir,5,5,oui,3 CV,100 ch,1,75 g/kmA,EURO6,Non,22387,10 mois,1,en cours,,
8,Toyota,W101696484,TOYOTA LAND CRUISER (KDJ150) (3) 177 D-4D 12CV LOUNGE PACK TECHNO BVA,LAND CRUISER SERIE 150,109000,2019,non requis,Diesel,automatique,noir metal,cuir marron,5,5,oui,17 CV,177 ch,2,207 g/kmF,EURO6,Non,15,,,en cours,,
9,Toyota,W101700915,TOYOTA AURIS II (2) HYBRIDE 136H DESIGN,AURIS 2,18800,2018,non requis,Hybride essence électrique,automatique,gris clair metal,velours marron,5,5,non,5 CV,136 ch,1,90 g/kmA,EURO6,Non,29800,,2,en cours,,
10,Toyota,W101675268,TOYOTA YARIS III (3) 100H HYBRID DYNAMIC 5P,YARIS 3,13700,2017,non requis,Hybride essence électrique,automatique,blanc verni,tissu noir,5,5,oui,3 CV,100 ch,1,75 g/kmA,EURO6,Non,29838,8 mois,1,en cours,,
11,Toyota,W101717836,TOYOTA RAV 4 III 177 D-4D CLEAN POWER PACK TECHNO,RAV 4 (3E GENERATION),9970,2006,requis,Diesel,mécanique,gris foncé metal,cuir beige,5,5,non,11 CV,177 ch,3,185 g/kmE,EURO4,Non,136500,12 mois,2,,,
12,Toyota,E106226971,TOYOTA C-HR (2) 2.0 HYBRIDE 184 COLLECTION,C-HR,31490,2020,non requis,Hybride essence électrique,automatique,gris clair,,5,5,non,7 CV,184 ch,1,92 g/kmA,EURO6,Non,10,,,en cours,,
13,Toyota,W101660755,TOYOTA YARIS III (3) 100H HYBRID DYNAMIC 5P,YARIS 3,14990,2017,non requis,Hybride essence électrique,automatique,gris clair metal,tissu noir,5,5,oui,3 CV,100 ch,1,75 g/kmA,EURO6,Non,18900,6 mois,1,en cours,,
14,Toyota,W101657190,TOYOTA YARIS III (3) 100H HYBRID DYNAMIC 5P,YARIS 3,13950,2017,non requis,Hybride essence électrique,automatique,gris clair metal,tissu noir,5,5,oui,3 CV,100 ch,1,75 g/kmA,EURO6,Non,28798,10 mois,1,en cours,,
15,Toyota,W101669213,TOYOTA YARIS III (3) 100H HYBRID COLLECTION,YARIS 3,15750,2017,non requis,Hybride essence électrique,automatique,marron metal,tissu noir,5,5,oui,3 CV,100 ch,1,82 g/kmA,EURO6,Non,24184,6 mois,1,en cours,,
16,Toyota,W101668208,TOYOTA YARIS III (3) 100H HYBRID DYNAMIC 5P,YARIS 3,14380,2017,non requis,Hybride essence électrique,automatique,gris clair metal,tissu noir,5,5,oui,3 CV,100 ch,1,75 g/kmA,EURO6,Non,25957,10 mois,1,en cours,,
1,Toyota,W101690333,TOYOTA LAND CRUISER (KDJ120) 163 D-4D VXE BVA 5P,LAND CRUISER SERIE 120,10990,2004,requis,Diesel,automatique,gris clair metal,cuir noir,5,8,non,12 CV,163 ch,4,277 g/kmG,EURO3,Non,293000,,4,,,
2,Toyota,E106265407,TOYOTA C-HR 1.8 HYBRIDE 122 GRAPHIC,C-HR,17890,2017,non requis,Hybride essence électrique,automatique,blanc,,5,5,non,4 CV, ch,1,87 g/kmA,EURO6,Non,77633,3 mois,,,,
3,Toyota,W101718757,TOYOTA LAND CRUISER (KDJ120) 173 D-4D VXE 2007 BVA 5P,LAND CRUISER SERIE 120,16900,2008,requis,Diesel,automatique,gris clair metal,cuir gris,5,5,non,12 CV,173 ch,3,238 g/kmF,EURO4,Non,184500,6 mois,4,,,
4,Toyota,W101661866,TOYOTA YARIS III (3) 100H HYBRID DYNAMIC 5P,YARIS 3,14250,2017,non requis,Hybride essence électrique,automatique,bleu metal,tissu noir,5,5,oui,3 CV,100 ch,1,75 g/kmA,EURO6,Non,28283,10 mois,1,en cours,,
5,Toyota,W101654961,TOYOTA YARIS III (3) 100H HYBRID DYNAMIC 5P,YARIS 3,14450,2017,non requis,Hybride essence électrique,automatique,rouge metal,tissu noir,5,5,oui,3 CV,100 ch,1,75 g/kmA,EURO6,Non,21276,10 mois,1,en cours,,
6,Toyota,E106090937,TOYOTA C-HR (2) 2.0 HYBRIDE 184 GRAPHIC,C-HR,30900,2020,non requis,Hybride essence électrique,automatique,NOIR / T GRIS PLAT,NOIR ET BLEU,5,5,non,7 CV,184 ch,1,92 g/kmA,EURO6,Non,10,,,en cours,,
7,Toyota,E105220996,TOYOTA YARIS III (3) 100 VVT-I COLLECTION 5P,YARIS 3,11990,2016,non requis,Essence,mécanique,gris clair,,5,5,non,5 CV,99 ch,1,114 g/kmB,EURO6,Oui,19035,12 mois,,,,
8,Toyota,E105634417,TOYOTA C-HR 1.8 HYBRIDE 122 DYNAMIC,C-HR,22490,2018,non requis,Hybride essence électrique,automatique,Bleu,NOIR,5,5,oui,4 CV,122 ch,1,86 g/kmA,EURO6,Oui,33249,24 mois,,,,
9,Toyota,E105975694,TOYOTA YARIS III (3) 1.0 70 VVT-I 20EME ANNIVERSAIRE,YARIS 3,13950,2019,non requis,Essence,mécanique,BI-TON OR HERITAGE,,5,5,non,4 CV,72 ch,1,104 g/kmB,EURO6,Oui,2900,36 mois,,en cours,Toyota Occasions Plus,
10,Toyota,E106332869,TOYOTA C-HR 1.8 HYBRIDE 122 COLLECTION,C-HR,23880,2018,non requis,Hybride essence électrique,automatique,BLANC,,5,5,oui,4 CV,122 ch,1,87 g/kmA,EURO6,Non,38500,,,en cours,,
11,Toyota,E105816891,TOYOTA RAV 4 IV (2) HYBRIDE 2WD DYNAMIC EDITION,RAV 4 (4E GENERATION),27490,2018,non requis,Hybride essence électrique,automatique,Noir Cobalt,,5,5,non,8 CV,197 ch,1,122 g/kmC,EURO6,Non,16000,36 mois,,en cours,Toyota Occasions Plus Hybride,
12,Toyota,E106165606,TOYOTA YARIS III (2) HYBRID 100H COLLECTION 5P,YARIS 3,16500,2017,non requis,Hybride essence électrique,automatique,GRIS C,,5,5,oui,3 CV,100 ch,1,82 g/kmA,EURO6,Non,29150,12 mois,,en cours,,
13,Toyota,E106129254,TOYOTA YARIS III (3) 110 VVT-I DYNAMIC 5P,YARIS 3,11890,2017,non requis,Essence,mécanique,Blanc,,5,5,oui,6 CV,111 ch,1,109 g/kmB,EURO6,Oui,36000,12 mois,,en cours,,
14,Toyota,E106052813,TOYOTA YARIS III (3) 100H HYBRID DYNAMIC 5P,YARIS 3,16990,2019,non requis,Hybride essence électrique,automatique,GRIS ATLAS,,5,5,non,3 CV,100 ch,1,84 g/kmA,EURO6,Non,13056,36 mois,,en cours,Toyota Occasions Plus Hybride,
15,Toyota,E105886867,TOYOTA C-HR 1.8 HYBRIDE 122 EDITION,C-HR,28900,2019,non requis,Hybride essence électrique,automatique,blanc nacré,,5,5,oui,4 CV,122 ch,1,86 g/kmA,EURO6,Oui,3000,36 mois,,en cours,Toyota Occasions Plus Hybride,
16,Toyota,E106200424,TOYOTA AURIS II TOURING SPORTS HYBRIDE 136H STYLE,AURIS 2 TOURING SPORTS,14480,2014,requis,Hybride essence électrique,automatique,Gris Métal,NOIR,5,5,oui,5 CV,136 ch,1,92 g/kmA,EURO5,Non,75972,,,,,
1,Volkswagen,W101632184,VOLKSWAGEN TRANSPORTER V 2.0 TDI 114 BLUEMOTION TECHNOLOGY L1H1 BUSINESS LINE,TRANSPORTER 5,13900,2014,requis,Diesel,mécanique,blanc verni,tissu gris,4,3,oui,7 CV,114 ch,2,176 g/kmE,EURO5,Non,107000,6 mois,1,,,
2,Volkswagen,W101669246,VOLKSWAGEN TRANSPORTER V 2.0 TDI 140 L1H1 BUSINESS LINE DSG,TRANSPORTER 5,24900,2016,non requis,Diesel,automatique,gris foncé metal,tissu noir,4,3,oui,7 CV,140 ch,2,195 g/kmE,EURO5,Non,78000,6 mois,1,,,
3,Volkswagen,W101717602,VOLKSWAGEN TRANSPORTER V 2.0 TDI 84 L1H1 BUSINESS LINE,TRANSPORTER 5,15490,2015,non requis,Diesel,mécanique,blanc verni,tissu gris,4,3,oui,7 CV,84 ch,2,190 g/kmE,EURO5,Non,53000,6 mois,1,,,
4,Volkswagen,E106324634,VOLKSWAGEN T-ROC 2.0 TDI 150 CARAT 4MOTION DSG7,T-ROC,25990,2017,non requis,Diesel,automatique,gris,,5,5,non,8 CV,150 ch,2,134 g/kmC,EURO6,Non,42500,,,,,
5,Volkswagen,W101713798,VOLKSWAGEN GOLF VII 1.6 TDI 105 BLUEMOTION TECHNOLOGY LOUNGE 5P,GOLF 7,12900,2015,requis,Diesel,mécanique,blanc verni,tissu noir,5,5,non,5 CV,110 ch,2,99 g/kmA,EURO6,Non,94000,6 mois,2,,,
6,Volkswagen,W101713398,VOLKSWAGEN GOLF VII 1.6 TDI 105 BLUEMOTION TECHNOLOGY TRENDLINE BUSINESS 3P,GOLF 7,10900,2013,requis,Diesel,mécanique,blanc verni,tissu noir,3,5,non,5 CV,105 ch,2,99 g/kmA,EURO5,Non,134000,6 mois,3,,,
7,Volkswagen,W101691329,VOLKSWAGEN GOLF VII 1.6 TDI 110 BLUEMOTION TECHNOLOGY CONFORT BUSINESS 5P,GOLF 7,13490,2016,non requis,Diesel,mécanique,noir metal,tissu gris,5,5,oui,5 CV,110 ch,2,99 g/kmA,EURO6,Non,75000,6 mois,1,,,
8,Volkswagen,E106324636,VOLKSWAGEN GOLF VII 1.6 TDI 105 BLUEMOTION TECHNOLOGY CONFORTLINE DSG7 5P,GOLF 7,10990,2013,requis,Diesel,automatique,gris,,5,5,non,5 CV,105 ch,2,102 g/kmB,EURO5,Non,145500,,,,,
9,Volkswagen,W101714086,VOLKSWAGEN T-ROC 2.0 TDI 150 CARAT 4MOTION DSG7,T-ROC,28990,2018,non requis,Diesel,automatique,blanc metal,cuir/tissu noir,5,5,oui,8 CV,150 ch,2,127 g/kmC,EURO6,Non,43703,12 mois,,en cours,,
10,Volkswagen,E106265673,VOLKSWAGEN GOLF VI 2.0 TDI 140 FAP CONFORTLINE BV6 5P,GOLF 6,7880,2010,requis,Diesel,mécanique,noir,beige,5,5,non,7 CV,140 ch,2,126 g/kmC,EURO5,Non,211600,3 mois,,,,
11,Volkswagen,W101701532,VOLKSWAGEN SCIROCCO II 2.0 TDI 140 FAP SERIE LIMITEE GTS,SCIROCCO 2,15900,2014,requis,Diesel,mécanique,blanc metal,cuir noir,3,4,non,7 CV,136 ch,2,127 g/kmC,EURO5,Non,99000,6 mois,3,,,
12,Volkswagen,W101653628,VOLKSWAGEN TIGUAN II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT EDITION DSG7,TIGUAN 2,24990,2016,non requis,Diesel,automatique,blanc nacre,cuir noir,5,5,oui,8 CV,150 ch,2,129 g/kmC,EURO6,Non,73300,6 mois,1,,,
13,Volkswagen,W101697339,VOLKSWAGEN GOLF VI R 2.0 TSI 270 DSG6 5P,GOLF 6 R,18990,2011,requis,Essence,automatique,noir metal,cuir noir,5,5,non,17 CV,271 ch,1,195 g/kmE,EURO5,Non,142800,3 mois,,,,
14,Volkswagen,E106053751,VOLKSWAGEN GOLF 1.6 TDI 115CH BI-TON GPS JOIN JA16,GOLF 7,20450,2019,non requis,Diesel,mécanique,gris,gris,3,,oui,6 CV,0 ch,,106 g/kmB,,Non,19500,48 mois,,,,
15,Volkswagen,W101669189,VOLKSWAGEN TOURAN III 1.6 TDI 110 BLUEMOTION TECHNOLOGY CONFORTLINE BUSINESS DSG7,TOURAN 3,14490,2015,non requis,Diesel,automatique,bleu clair metal,tissu beige,5,5,oui,6 CV,110 ch,2,111 g/kmB,EURO6,Non,96700,6 mois,1,,,
16,Volkswagen,E106301858,VOLKSWAGEN CRAFTER 35 TDI 136 4325L L3H2,,9990,2010,requis,Diesel,mécanique,blanc,,5,,non,8 CV, ch,,,,Non,228990,,,,,
1,Volkswagen,W101715645,VOLKSWAGEN TOURAN III 1.6 TDI 115 BLUEMOTION TECHNOLOGY CARAT 7PL,TOURAN 3,15980,2017,non requis,Diesel,mécanique,bleu metal,alcantara gris,5,7,oui,6 CV,115 ch,2,120 g/kmB,EURO6,Non,116359,6 mois,,,,
